record,type,0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_st_interval,0_qrs_morph0,0_qrs_morph1,0_qrs_morph2,0_qrs_morph3,0_qrs_morph4,1_pre-RR,1_post-RR,1_pPeak,1_tPeak,1_rPeak,1_sPeak,1_qPeak,1_qrs_interval,1_pq_interval,1_qt_interval,1_st_interval,1_qrs_morph0,1_qrs_morph1,1_qrs_morph2,1_qrs_morph3,1_qrs_morph4
I01,VEB,111,203,0.100630861,0.350989548,-0.474395404,-0.852919671,-0.474395404,3,4,14,7,-0.474395404,-0.474395404,-0.676676221,-0.676676221,-0.814871808,111,203,0.136656495,0.166769611,0.608669135,0.164754607,0.105977609,21,6,29,2,0.105977609,0.177300452,0.424258995,0.608669135,0.369027424
I01,VEB,109,209,0.268556253,0.303881013,-0.155820665,-0.650452395,-0.155820665,3,4,14,7,-0.155820665,-0.155820665,-0.364618049,-0.364618049,-0.546004778,109,209,-0.000247129,0.173503864,0.611708604,0.070039774,-0.157978284,44,25,74,5,-0.157978284,-0.022590405,0.033047486,0.100789471,0.583146847
I01,VEB,110,209,0.056446738,0.586854557,0.93520207,-0.288397604,-0.779134514,33,23,62,6,-0.779134514,-0.332274125,-0.000132102,0.455179461,0.891361752,110,209,0.21711425,0.082187826,0.457779459,0.005404718,-0.134045963,19,19,42,4,-0.134045963,-0.091744284,0.155695798,0.451630976,0.245698582
I01,VEB,109,208,0.259042605,0.314737337,-0.289456611,-0.754567356,-0.289456611,3,5,15,7,-0.289456611,-0.289456611,-0.505847154,-0.505847154,-0.67544663,109,208,0.043045896,0.132715167,0.552596481,0.122934589,0.034635063,22,3,27,2,0.034635063,0.102196044,0.31580268,0.552596481,0.311798283
I01,VEB,109,209,0.186803019,0.201116237,-0.344308442,-0.833381831,-0.344308442,3,4,15,8,-0.344308442,-0.344308442,-0.566719026,-0.566719026,-0.744851945,109,209,0.037982664,0.184993459,0.592004252,0.163215051,0.034367437,22,3,27,2,0.034367437,0.087315249,0.32498428,0.592004252,0.347985767
I01,VEB,103,223,0.203000148,-0.034856643,-0.215970934,-0.8085968,-0.215970934,4,4,14,6,-0.215970934,-0.215970934,-0.428606736,-0.625234287,-0.761934805,103,223,0.061201801,0.418082067,0.594911741,0.16242658,0.055451155,19,3,27,5,0.055451155,0.104842154,0.369910434,0.594911741,0.373021382
I01,VEB,115,205,0.248758133,0.272762809,-0.237855389,-0.763158832,-0.237855389,3,4,15,8,-0.237855389,-0.237855389,-0.465432397,-0.465432397,-0.656328883,115,205,0.07323819,0.083534213,0.60763301,0.064930598,0.042344996,28,7,38,3,0.042344996,0.058134012,0.120730152,0.411784065,0.494525564
I01,VEB,107,210,0.229144681,0.250869395,-0.249785691,-0.732973115,-0.249785691,3,5,16,8,-0.249785691,-0.249785691,-0.457725271,-0.457725271,-0.633167074,107,210,0.041713125,0.18435117,0.599737012,0.168538981,0.036934338,23,3,28,2,0.036934338,0.082526966,0.365991246,0.583959943,0.379296971
I01,VEB,105,223,0.159083123,0.271696165,-0.314993641,-0.809081184,-0.314993641,3,5,16,8,-0.314993641,-0.314993641,-0.52627325,-0.52627325,-0.707008005,105,223,0.050024032,0.139104574,0.555178169,0.094171915,0.038071875,23,5,31,3,0.038071875,0.07601401,0.299752872,0.5369332,0.328091112
I01,VEB,106,220,0.263748113,0.331760247,-0.144863148,-0.621292372,-0.144863148,4,4,15,7,-0.144863148,-0.144863148,-0.346193553,-0.518610409,-0.619220413,106,220,0.083067136,0.123463873,0.48505149,0.071455697,0.063802925,20,4,28,4,0.063802925,0.118786111,0.310581001,0.48505149,0.268851167
I01,VEB,101,215,0.215735323,0.252489732,-0.250070998,-0.669840056,-0.250070998,3,4,14,7,-0.250070998,-0.250070998,-0.444015174,-0.444015174,-0.596244632,101,215,0.118602717,0.193332283,0.578670763,0.158721529,0.061869832,20,7,31,4,0.061869832,0.147797631,0.403410566,0.578670763,0.34838277
I01,VEB,103,223,0.201809178,0.302121397,-0.265155729,-0.748782581,-0.265155729,3,4,15,8,-0.265155729,-0.265155729,-0.474423274,-0.474423274,-0.650426327,103,223,0.140793919,0.153267756,0.569647594,0.139569372,0.05714327,21,10,33,2,0.05714327,0.150655658,0.406291364,0.569647594,0.350579706
I01,VEB,96,222,0.224860654,0.200876445,-0.335571119,-0.70536515,-0.335571119,3,5,15,7,-0.335571119,-0.335571119,-0.523590272,-0.523590272,-0.658056279,96,222,0.045550736,0.162355645,0.54184297,0.104736688,0.02164226,20,5,29,4,0.02164226,0.096218069,0.334072049,0.54184297,0.339668992
I01,VEB,95,222,0.297509527,0.361438625,-0.025026455,-0.650998501,-0.025026455,4,4,15,7,-0.025026455,-0.025026455,-0.229474866,-0.433213594,-0.587432918,95,222,0.073585751,0.133193931,0.544671974,0.129485204,0.058480154,21,5,28,2,0.058480154,0.127121763,0.318821178,0.534185061,0.369835923
I01,VEB,91,237,0.225460053,-0.781131642,-1.013254059,-1.120679817,-1.013254059,2,26,33,5,-1.013254059,-1.013254059,-1.013254059,-1.100426546,-1.100426546,91,237,-0.074644583,0.708247019,0.67633179,0.67633179,-0.183879595,31,18,51,2,-0.183879595,-0.111648483,-0.02634397,0.021803744,0.268072876
I01,VEB,101,222,0.200443336,0.147028018,-0.219350933,-0.789844209,-0.219350933,4,4,15,7,-0.219350933,-0.219350933,-0.439030218,-0.635148224,-0.762109986,101,222,0.006233464,0.122007571,0.619191777,0.093625858,-0.002495279,23,7,33,3,-0.002495279,0.019585934,0.248709998,0.564062767,0.410166286
I01,VEB,114,211,0.259237886,0.229535736,-0.363490404,-0.840992163,-0.363490404,3,4,14,7,-0.363490404,-0.363490404,-0.597989147,-0.597989147,-0.770798103,114,211,0.051491601,0.145953666,0.622358255,0.142560715,0.031468465,21,4,27,2,0.031468465,0.112919934,0.366418805,0.615207437,0.412204914
I01,VEB,101,227,0.217583193,0.268832911,-0.167984826,-0.653521703,-0.167984826,4,4,15,7,-0.167984826,-0.167984826,-0.359124983,-0.528360159,-0.635872666,101,227,0.042678557,-0.367617757,0.551831678,-0.492471329,0.037391487,38,4,49,7,0.037391487,0.054515064,0.422528633,0.346150185,0.109608009
I01,VEB,103,218,0.379596105,0.425202799,-0.014147143,-0.539710842,-0.014147143,4,4,15,7,-0.014147143,-0.014147143,-0.22802445,-0.416799578,-0.531218904,103,218,0.044179006,0.158370528,0.574433724,0.131022527,0.028218698,22,9,34,3,0.028218698,0.075014097,0.296810221,0.574433724,0.384690993
I01,VEB,99,241,0.18353106,0.344107874,0.210628708,-0.633743646,-0.124887631,21,23,51,7,-0.124887631,-0.087906059,0.00778166,0.176092141,0.10359369,99,241,0.035632019,-0.345895909,0.561467538,-0.505381786,0.025156048,37,5,48,6,0.025156048,0.079853056,0.487647399,0.230888996,0.09959708
I01,VEB,102,233,0.184164386,0.27921787,-0.193964043,-0.623791719,-0.193964043,3,4,14,7,-0.193964043,-0.193964043,-0.37933788,-0.37933788,-0.537431005,102,233,0.090511446,0.169609831,0.571924803,0.132807659,0.070569602,21,5,29,3,0.070569602,0.134464494,0.356741037,0.55976043,0.418865635
I01,VEB,101,232,0.094783504,-0.839192066,-0.192449071,-1.038922088,-0.192449071,5,3,12,4,-0.192449071,-0.401584691,-0.631943053,-0.838541645,-0.980744799,101,232,0.045746426,0.571828031,0.604272338,0.33156964,0.006655069,22,7,35,6,0.006655069,0.011934962,0.10902068,0.480175989,0.586286686
I01,VEB,103,240,0.093625884,0.06606211,-0.353910863,-0.984958055,-0.353910863,4,4,15,7,-0.353910863,-0.353910863,-0.577108409,-0.787209214,-0.935459132,103,240,0.084711341,0.244478215,0.640161089,0.242382417,0.062224692,21,5,28,2,0.062224692,0.137660344,0.416563923,0.637824181,0.468368957
I01,VEB,100,238,0.363998902,0.136699574,-0.211354796,-0.669984316,-0.211354796,3,5,15,7,-0.211354796,-0.211354796,-0.420108976,-0.420108976,-0.584236489,100,238,0.203208013,0.211906556,0.598821499,0.189999336,-0.103192598,44,42,89,3,-0.103192598,-0.033976622,0.019600742,0.080920128,0.553535621
I01,VEB,101,223,-0.070290797,0.149946585,-0.585522332,-0.994325747,-0.585522332,3,4,15,8,-0.585522332,-0.585522332,-0.784189614,-0.784189614,-0.93243942,101,223,0.182983689,0.21691127,0.653475405,0.215726949,0.172890685,23,5,29,1,0.172890685,0.216856283,0.448234009,0.652112411,0.37572612
I01,VEB,117,218,0.242798385,0.209258731,-0.25338145,-0.795960099,-0.25338145,4,4,15,7,-0.25338145,-0.25338145,-0.484836174,-0.678943395,-0.790979313,117,218,0.04082529,0.165370475,0.597132382,0.162920738,-0.005544957,24,15,40,1,-0.005544957,0.015237544,0.222138425,0.566601972,0.382755723
I01,VEB,102,224,0.151413788,0.35525547,-0.515975984,-0.842529775,-0.515975984,3,5,15,7,-0.515975984,-0.515975984,-0.712219517,-0.712219517,-0.829908128,102,224,0.007685959,0.106277283,0.593086351,0.076848016,0.006024166,23,2,28,3,0.006024166,0.043719249,0.294391461,0.566487876,0.353003054
I01,VEB,120,204,0.411070653,0.364304808,-0.039447247,-0.685069599,-0.039447247,4,4,15,7,-0.039447247,-0.039447247,-0.281735709,-0.501362328,-0.646944258,120,204,0.046505186,0.07290097,0.587925874,0.071874093,0.011399504,24,9,34,1,0.011399504,0.032904316,0.241233427,0.566812617,0.298193809
I01,VEB,101,240,0.198748581,0.27531546,-0.468921649,-0.872591889,-0.468921649,3,5,16,8,-0.468921649,-0.468921649,-0.67835387,-0.67835387,-0.822360117,101,240,-0.091808731,0.16407772,0.58042203,0.16370426,-0.100771064,42,5,48,1,-0.100771064,-0.039244702,0.016921411,0.106411389,0.58042203
I01,VEB,110,232,-0.091254293,0.244556831,0.321032889,-0.66125493,-0.091305074,19,1,27,7,-0.091305074,-0.077825047,0.08263674,0.321032889,-0.096667755,110,232,0.033733349,0.185459906,0.602267136,0.154393773,0.025196637,26,5,34,3,0.025196637,0.028654904,0.134889261,0.450824887,0.54350399
I01,VEB,104,243,0.214539412,0.234899244,-0.198302701,-0.687127648,-0.198302701,4,4,15,7,-0.198302701,-0.198302701,-0.402666688,-0.577416273,-0.680375504,104,243,0.060023915,0.189985898,0.601755856,0.166345182,0.050115914,22,5,30,3,0.050115914,0.091421428,0.288789586,0.582621945,0.447323383
I01,VEB,105,242,0.428800302,0.452841671,-0.02455286,-0.542546155,-0.02455286,4,4,15,7,-0.02455286,-0.02455286,-0.242939106,-0.427939954,-0.536309573,105,242,0.004552152,0.173094733,0.559525576,0.164123765,-0.007799107,21,5,28,2,-0.007799107,0.057293738,0.324567878,0.551204283,0.395195638
I01,VEB,102,242,0.094338389,0.271745292,-0.330968364,-0.796121687,-0.330968364,3,4,14,7,-0.330968364,-0.330968364,-0.533449406,-0.533449406,-0.703485582,102,242,0.076182859,0.130979036,0.62754835,0.090130524,0.048332283,22,8,33,3,0.048332283,0.1203911,0.371129523,0.62754835,0.349218856
I01,VEB,116,226,0.319439384,0.252836236,-0.013015557,-0.64577553,-0.013015557,4,3,14,7,-0.013015557,-0.013015557,-0.225489422,-0.43258553,-0.585185749,116,226,0.058627278,0.192372536,0.596152448,0.169760761,0.036478344,23,8,34,3,0.036478344,0.060519236,0.320886529,0.562095193,0.406415721
I01,VEB,100,243,0.157365147,0.35218976,-0.450811546,-0.873119361,-0.450811546,3,5,16,8,-0.450811546,-0.450811546,-0.655358524,-0.655358524,-0.807837558,100,243,0.025715699,0.101751377,0.620236475,0.098541768,0.023318296,26,4,32,2,0.023318296,0.050641791,0.257584305,0.58880993,0.427502754
I01,VEB,108,235,0.254572433,0.213033144,0.369534363,-0.668174897,-0.10419621,28,28,62,6,-0.10419621,-0.080452322,-0.028345999,0.164124731,0.231071334,108,235,0.023383978,0.172817428,0.511811932,0.14363208,0.018825674,20,3,26,3,0.018825674,0.102541864,0.347176247,0.511811932,0.288620376
I01,VEB,106,240,0.231578301,0.241766235,-0.272605849,-0.785146321,-0.272605849,3,4,14,7,-0.272605849,-0.272605849,-0.4971656,-0.4971656,-0.683224087,106,240,0.051264462,0.156860205,0.53830305,0.143981374,0.034790477,20,10,33,3,0.034790477,0.121679873,0.377719013,0.53830305,0.307674694
I01,VEB,103,241,0.166079717,0.20884379,-0.150321549,-0.822241728,-0.150321549,4,3,15,8,-0.150321549,-0.150321549,-0.360844414,-0.572647014,-0.738805842,103,241,0.038891001,0.162112394,0.589976319,0.161755035,0.02650011,22,6,29,1,0.02650011,0.109178177,0.359699589,0.589976319,0.349680522
I01,VEB,108,232,0.294896479,0.276331396,-0.088904178,-0.699363193,-0.088904178,4,4,15,7,-0.088904178,-0.088904178,-0.308841797,-0.514080278,-0.655849192,108,232,0.015185229,0.152330845,0.560311363,0.12765346,0.011632828,21,2,26,3,0.011632828,0.09648127,0.364036736,0.560311363,0.360748782
I01,VEB,99,241,0.040407076,0.267816056,-0.485508502,-0.891595285,-0.485508502,3,4,15,8,-0.485508502,-0.485508502,-0.685984272,-0.685984272,-0.832580141,99,241,0.041982267,0.220748138,0.709390126,0.212940534,0.038117306,23,3,28,2,0.038117306,0.078401142,0.391703868,0.685677238,0.463961885
I01,VEB,107,239,0.298028564,0.27079334,-0.012856432,-0.617845743,-0.012856432,4,3,14,7,-0.012856432,-0.012856432,-0.211597078,-0.40650604,-0.553542099,107,239,0.056361289,0.185357372,0.555258817,0.161454843,0.041955609,21,5,29,3,0.041955609,0.105600098,0.340652443,0.544900196,0.392125192
I01,VEB,102,247,0.185332549,0.304313168,-0.18148462,-0.741697398,-0.18148462,4,4,15,7,-0.18148462,-0.18148462,-0.38663048,-0.575597068,-0.703721553,102,247,0.035072272,0.119457599,0.575224733,0.113113318,0.016887996,22,5,29,2,0.016887996,0.087256914,0.3344395,0.575224733,0.320647168
I01,VEB,101,255,0.157952941,0.300256133,-0.194564591,-0.85701462,-0.194564591,4,4,16,8,-0.194564591,-0.194564591,-0.412169641,-0.62359092,-0.783032404,101,255,0.036696846,-0.31032112,0.584289734,-0.460507203,0.031627263,36,5,48,7,0.031627263,0.135128719,0.556853475,0.247145333,0.113391651
I01,VEB,101,262,0.101229659,0.251768831,-0.470403493,-0.880859591,-0.470403493,3,5,16,8,-0.470403493,-0.470403493,-0.669943228,-0.669943228,-0.816126452,101,262,-0.093701499,-0.380453788,0.605170558,-0.56790142,-0.119964062,56,6,70,8,-0.119964062,-0.04258319,0.00680902,0.523944057,0.086922948
I01,VEB,111,254,0.204829544,0.258492211,0.24025612,-0.571068149,-0.13393901,27,24,58,7,-0.13393901,-0.089727113,-0.053734095,0.095816467,0.220355491,111,254,0.026314947,0.173347162,0.555866888,0.155975636,0.020571473,21,4,27,2,0.020571473,0.103028814,0.365851846,0.555866888,0.363301592
I01,VEB,108,266,0.16595505,0.257125146,-0.129456597,-0.702442805,-0.129456597,4,4,15,7,-0.129456597,-0.129456597,-0.320190182,-0.509201424,-0.649328605,108,266,0.05081005,0.204141404,0.611825716,0.18182831,0.033891903,21,5,29,3,0.033891903,0.140151411,0.426448744,0.611825716,0.406931056
I01,VEB,109,256,0.168655722,0.279544816,-0.167437209,-0.707915933,-0.167437209,4,4,15,7,-0.167437209,-0.167437209,-0.363089874,-0.546985711,-0.673223362,109,256,0.053767693,0.148110793,0.532947264,0.128164714,0.031630997,21,4,28,3,0.031630997,0.117139691,0.355384597,0.532947264,0.340061602
I01,VEB,101,255,0.119086168,0.27199029,-0.507320984,-0.878731658,-0.507320984,3,5,16,8,-0.507320984,-0.507320984,-0.699242739,-0.699242739,-0.832682622,101,255,-0.091395077,-0.332446878,0.637695996,-0.516856715,-0.093786129,52,3,62,7,-0.093786129,0.014401189,0.062838639,0.637695996,0.13641975
I01,VEB,101,260,0.007810981,0.179637446,-0.794872743,-1.012006911,-0.794872743,2,6,16,8,-0.794872743,-0.794872743,-0.794872743,-0.946500251,-0.946500251,101,260,0.016316264,0.174265593,0.667218986,0.166154219,0.015371106,23,1,26,2,0.015371106,0.064505752,0.374739602,0.642901936,0.422397798
I01,VEB,106,276,0.125222122,0.272736273,-0.297237433,-0.786858705,-0.297237433,4,4,15,7,-0.297237433,-0.297237433,-0.503238247,-0.678731115,-0.781487572,106,276,0.048999909,0.194304686,0.627989142,0.183072823,0.039993735,21,3,27,3,0.039993735,0.122627914,0.395618779,0.617886851,0.465861843
I01,VEB,109,262,0.275231627,0.370978467,-0.030354425,-0.598211533,-0.030354425,4,4,15,7,-0.030354425,-0.030354425,-0.223924142,-0.412876041,-0.550320232,109,262,0.028469554,0.199447984,0.587448226,0.182590182,0.004325982,24,6,33,3,0.004325982,0.011504856,0.189175338,0.519709549,0.462274246
I01,VEB,115,248,-0.115127797,0.262498832,0.291897042,-0.615314912,-0.11715303,21,2,30,7,-0.11715303,-0.088421502,0.025489145,0.254154648,0.132367871,115,248,0.04154072,0.202645761,0.58785411,0.174260302,0.029431244,22,9,35,4,0.029431244,0.068320563,0.280734227,0.572257576,0.43609355
I01,VEB,104,252,0.215131547,0.37305714,-0.206671745,-0.744613631,-0.206671745,4,4,16,8,-0.206671745,-0.206671745,-0.410508851,-0.591170037,-0.71036223,104,252,0.144923638,0.172745195,0.593204455,0.070086934,0.143165568,19,1,24,4,0.143165568,0.21020291,0.449104879,0.581760683,0.401397477
I01,VEB,101,245,0.216780141,0.296701655,-0.057302837,-0.78639739,-0.057302837,5,3,16,8,-0.057302837,-0.263543758,-0.483111899,-0.667810745,-0.775906274,101,245,0.04408811,0.156730256,0.625799637,0.11697953,0.029759421,20,2,25,3,0.029759421,0.129710228,0.445557116,0.625799637,0.354392121
I01,VEB,106,273,0.036876992,0.212712888,-0.247636599,-0.825943937,-0.247636599,4,4,15,7,-0.247636599,-0.247636599,-0.430724704,-0.616388612,-0.761316983,106,273,0.083654411,0.207995609,0.685494844,0.173358024,0.059725722,26,8,37,3,0.059725722,0.098160077,0.233755685,0.600926812,0.609120274
I01,VEB,107,268,0.154274705,0.296474006,-0.076923248,-0.66652229,-0.076923248,4,3,14,7,-0.076923248,-0.076923248,-0.255734205,-0.443332292,-0.593580657,107,268,0.074300615,0.175982592,0.721940607,0.120124603,0.04666065,24,5,33,4,0.04666065,0.084843937,0.299559028,0.69115956,0.492168769
I01,VEB,116,250,0.260214055,0.245752788,-0.023104188,-0.599878874,-0.023104188,4,3,14,7,-0.023104188,-0.023104188,-0.216433572,-0.407110007,-0.546998312,116,250,-0.022429233,0.280479394,0.656464495,0.077630361,-0.024292015,18,1,24,5,-0.024292015,0.065418611,0.46199982,0.656464495,0.41148166
I01,VEB,104,255,0.11404976,0.316995755,-0.264567242,-0.894360996,-0.264567242,4,4,16,8,-0.264567242,-0.264567242,-0.486710857,-0.693831433,-0.839242762,104,255,0.081596345,0.184567572,0.735183561,0.088658817,0.029080326,20,5,29,4,0.029080326,0.141731546,0.456678173,0.735183561,0.415709097
I01,VEB,114,244,-0.15473363,0.040005491,0.231517599,-0.782895135,-0.197573091,22,10,39,7,-0.197573091,-0.118803814,-0.016959344,0.197523326,0.069327454,114,244,0.14010128,0.281105092,0.676655551,0.223126243,0.015402235,26,5,34,3,0.015402235,0.075185573,0.187380748,0.537630431,0.592897321
I01,VEB,102,254,0.096120362,0.330505701,-0.330886722,-0.971811493,-0.330886722,4,7,20,9,-0.330886722,-0.330886722,-0.530145563,-0.728493396,-0.886575421,102,254,-0.024277912,0.149779229,0.70491607,0.149100482,-0.041925744,30,3,34,1,-0.041925744,0.014370499,0.155747255,0.686828435,0.392175596
I01,VEB,105,242,0.233103342,0.32733728,-0.230392957,-0.785494916,-0.230392957,4,4,15,7,-0.230392957,-0.230392957,-0.451196751,-0.641107215,-0.760393633,105,242,-0.036714737,0.166776319,0.645216286,0.161182307,-0.109095368,42,8,52,2,-0.109095368,-0.00857517,0.021770993,0.233876213,0.634490537
I01,VEB,100,244,0.144913838,0.365756661,-0.160227715,-0.834115715,-0.160227715,4,3,15,8,-0.160227715,-0.160227715,-0.366904601,-0.576594318,-0.744273684,100,244,0.058954514,0.207697583,0.736763744,0.192142781,0.041515193,23,3,28,2,0.041515193,0.070071743,0.369637274,0.708545727,0.499257103
I01,VEB,112,237,-0.096532922,0.336537809,0.322921498,-0.548873956,-0.11724893,26,4,37,7,-0.11724893,-0.090036362,-0.024511252,0.168246416,0.283207689,112,237,0.045670828,0.217985029,0.636760633,0.189682444,0.04247036,20,2,25,3,0.04247036,0.133873405,0.45821139,0.636760633,0.366420635
I01,VEB,103,240,0.215304974,0.34431764,-0.147402126,-0.791873744,-0.147402126,4,4,15,7,-0.147402126,-0.147402126,-0.360101978,-0.566713462,-0.722625296,103,240,-0.003359326,0.019782858,0.553305081,0.018530889,-0.015115295,22,5,28,1,-0.015115295,0.085758244,0.379058897,0.532998082,0.208594325
I01,VEB,101,236,0.060176868,0.355291592,-0.402137115,-0.882576559,-0.402137115,3,5,16,8,-0.402137115,-0.402137115,-0.605043224,-0.605043224,-0.780529729,101,236,0.079508752,0.155681983,0.717664054,0.147514882,0.040274932,24,5,31,2,0.040274932,0.077619573,0.341942575,0.703001802,0.449902536
I01,VEB,102,233,0.147135144,0.384231862,-0.124834347,-0.815861203,-0.124834347,4,4,16,8,-0.124834347,-0.124834347,-0.323646301,-0.536653724,-0.715561948,102,233,0.007404622,0.155915241,0.667039532,0.140702489,-0.004404076,22,3,28,3,-0.004404076,0.076033168,0.388674786,0.667039532,0.470726772
I01,VEB,109,223,0.194948309,0.355839825,-0.10426327,-0.698604313,-0.10426327,4,4,15,7,-0.10426327,-0.10426327,-0.296438623,-0.489506303,-0.636760211,109,223,0.035881846,0.127265826,0.61781086,0.061251044,0.030014013,21,3,28,4,0.030014013,0.102396925,0.3279453,0.57632681,0.468490517
I01,VEB,114,224,-0.158941233,0.230467748,0.185175125,-0.724691136,-0.17506239,21,3,31,7,-0.17506239,-0.116652872,-0.011285448,0.177321424,0.029576782,114,224,0.056592376,0.209171311,0.584642798,0.174072794,0.00674008,19,4,26,3,0.00674008,0.170918132,0.493589628,0.578050578,0.319599658
I01,VEB,118,215,0.405990351,0.342666837,-0.05519283,-0.786074164,-0.05519283,4,4,15,7,-0.05519283,-0.05519283,-0.32673892,-0.574765536,-0.74034252,118,215,0.085554388,0.252268195,0.620572991,0.238299167,0.030539898,21,3,26,2,0.030539898,0.158885575,0.395293755,0.616307243,0.450537749
I01,VEB,100,233,0.18060369,0.328842834,-0.194270112,-0.767114266,-0.194270112,4,4,15,7,-0.194270112,-0.194270112,-0.404218225,-0.598580289,-0.729867288,100,233,0.052723358,0.17102414,0.666826924,0.107835204,0.01510039,22,6,31,3,0.01510039,0.128883669,0.407082249,0.661458309,0.445568189
I01,VEB,101,234,0.189252826,0.362581412,-0.18624722,-0.747661196,-0.18624722,4,3,15,8,-0.18624722,-0.18624722,-0.394386611,-0.580621767,-0.706427447,101,234,0.07506315,0.152176083,0.653916235,0.128050826,0.028682694,21,8,32,3,0.028682694,0.130765208,0.446446016,0.653916235,0.425475897
I01,VEB,100,243,0.094515572,0.258701705,-0.419962433,-0.791307912,-0.419962433,3,5,16,8,-0.419962433,-0.419962433,-0.603218841,-0.603218841,-0.737011476,100,243,0.10234294,-0.387882738,0.61025809,-0.491449256,0.03857803,38,4,48,6,0.03857803,0.132311218,0.523820885,0.352402485,0.111517602
I01,VEB,102,241,0.110171033,0.462988986,-0.212786494,-0.717776503,-0.212786494,4,3,15,8,-0.212786494,-0.212786494,-0.411732299,-0.587526407,-0.69706563,102,241,0.054431632,-0.075998845,0.57501712,-0.093870826,-0.023794839,24,5,31,2,-0.023794839,0.213553843,0.512820661,0.47026762,0.056691425
I01,VEB,102,244,0.22302133,0.35352675,-0.374255344,-0.846505338,-0.374255344,3,4,15,8,-0.374255344,-0.374255344,-0.595203417,-0.595203417,-0.763269864,102,244,0.046603873,0.148277527,0.611787429,0.11460733,0.031929426,21,6,30,3,0.031929426,0.1033204,0.367606049,0.611268815,0.409909218
I01,VEB,109,245,0.114008607,0.280833827,-0.233087446,-0.677224556,-0.233087446,3,4,14,7,-0.233087446,-0.233087446,-0.418993182,-0.418993182,-0.581810401,109,245,0.087626984,0.187141409,0.633188164,0.115724875,0.067626804,18,4,26,4,0.067626804,0.156755275,0.513988503,0.633188164,0.335669287
I01,VEB,110,252,0.278407179,0.37647984,-0.148170426,-0.683144672,-0.148170426,4,4,15,7,-0.148170426,-0.148170426,-0.369346045,-0.561770042,-0.676843418,110,252,0.049681075,0.128751754,0.526933142,0.089196504,0.035699924,21,3,27,3,0.035699924,0.118754524,0.360523266,0.526933142,0.301412903
I01,VEB,114,241,0.108785403,0.427816681,1.203625614,-0.246614531,-0.864201729,40,25,71,6,-0.864201729,-0.288024302,0.069791338,0.396905499,1.16005565,114,241,0.195046381,0.15126603,0.327204867,0.075277558,-0.147578593,18,27,50,5,-0.147578593,-0.099394744,0.079244277,0.288935553,0.237394721
I01,VEB,117,238,0.271443494,0.317183754,-0.295224299,-0.868444209,-0.295224299,3,4,15,8,-0.295224299,-0.295224299,-0.550363963,-0.550363963,-0.759189717,117,238,0.099171308,0.166551949,0.611636788,0.10695183,0.096355587,21,2,26,3,0.096355587,0.185350135,0.419480742,0.611636788,0.35986703
I01,VEB,118,232,0.357540933,0.23606045,-0.023296592,-0.610114134,-0.023296592,4,4,15,7,-0.023296592,-0.023296592,-0.232765587,-0.431112287,-0.569099909,118,232,-0.031571195,0.183199283,0.593732685,0.113852288,-0.031982187,22,1,27,4,-0.031982187,0.009677437,0.235353876,0.58487195,0.388324563
I01,VEB,104,247,0.170742419,0.343893835,-0.554558252,-0.802475243,-0.554558252,2,5,15,8,-0.554558252,-0.554558252,-0.554558252,-0.717690269,-0.717690269,104,247,0.049479113,0.124643254,0.610371558,0.108501567,0.04566141,22,3,28,3,0.04566141,0.117347058,0.363537745,0.610371558,0.344376528
I01,VEB,104,247,0.162449127,0.382650072,-0.409314496,-0.832522464,-0.409314496,3,4,15,8,-0.409314496,-0.409314496,-0.614171064,-0.614171064,-0.765358889,104,247,0.198058719,0.139078468,0.602482573,0.132054806,-0.406842896,38,22,63,3,-0.406842896,-0.105822386,0.034014616,0.198001236,0.58919989
I01,VEB,102,242,0.086195513,0.258438571,-0.434184567,-0.925205769,-0.434184567,4,5,17,8,-0.434184567,-0.434184567,-0.644194009,-0.817510173,-0.917412141,102,242,0.052220393,0.172848471,0.679392288,0.171920067,-0.143721974,45,44,90,1,-0.143721974,-0.076598296,0.016686624,0.141941624,0.679392288
I01,VEB,102,237,0.626918589,0.347113767,-0.356946528,-0.791270923,-0.356946528,3,18,29,8,-0.356946528,-0.356946528,-0.576855859,-0.576855859,-0.732162002,102,237,-0.170338261,0.172679549,0.591974281,0.143373227,-0.182207655,27,5,35,3,-0.182207655,-0.15656716,-0.01751948,0.429466291,0.52968253
I01,VEB,104,234,0.173195949,0.33265583,-0.435561194,-0.712752519,-0.435561194,3,5,15,7,-0.435561194,-0.435561194,-0.60631212,-0.60631212,-0.707123422,104,234,0.044591031,0.173783901,0.602542714,0.128753624,0.030584078,22,4,30,4,0.030584078,0.082618193,0.291035163,0.593623102,0.434300765
I01,VEB,102,242,0.255404468,0.390547027,-0.18594562,-0.834508788,-0.18594562,4,4,16,8,-0.18594562,-0.18594562,-0.427601521,-0.644120025,-0.789124028,102,242,0.025531448,0.138582503,0.584699607,0.138576015,0.006176033,22,4,27,1,0.006176033,0.102920834,0.375945222,0.580988737,0.310529893
